<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,60,20220822,180000,180.8700000,181.2500000,180.5100000,180.8200000,1382560
GAZP,60,20220822,190000,180.8200000,181.8900000,180.1000000,181.7000000,2187060
GAZP,60,20220823,110000,182.2800000,185.4700000,182.1000000,184.9000000,11748820
GAZP,60,20220823,120000,184.9000000,184.9900000,184.1000000,184.4800000,2999010
GAZP,60,20220823,130000,184.5000000,185.8000000,184.3200000,184.9400000,3171710
GAZP,60,20220823,140000,184.9400000,184.9900000,183.9000000,183.9800000,1974510
GAZP,60,20220823,150000,183.9800000,184.6900000,183.9500000,184.6300000,2028060
GAZP,60,20220823,160000,184.6200000,184.6800000,184.0500000,184.3500000,973970
GAZP,60,20220823,170000,184.3400000,184.9900000,184.2500000,184.6200000,1438330
GAZP,60,20220823,180000,184.6200000,184.7000000,184.0000000,184.3300000,1075390
GAZP,60,20220823,190000,184.2600000,184.7300000,184.0000000,184.3000000,1471570
GAZP,60,20220824,110000,184.6900000,186.6600000,182.7200000,184.6700000,7607810
GAZP,60,20220824,120000,184.6600000,185.1000000,184.1000000,184.4400000,2330970
GAZP,60,20220824,130000,184.4600000,184.7000000,183.6000000,183.6100000,749060
GAZP,60,20220824,140000,183.6000000,183.9500000,183.5000000,183.5800000,696160
GAZP,60,20220824,150000,183.5700000,183.6000000,182.8100000,183.3000000,1270860
GAZP,60,20220824,160000,183.3000000,183.9200000,183.1000000,183.2400000,1055450
GAZP,60,20220824,170000,183.2400000,183.2400000,182.1900000,182.9400000,2163290
GAZP,60,20220824,180000,182.9100000,183.1000000,182.3000000,182.5400000,866090
GAZP,60,20220824,190000,182.5300000,182.8600000,182.2100000,182.8300000,806350
GAZP,60,20220825,110000,183.0100000,184.6000000,181.8000000,184.2400000,4402080
GAZP,60,20220825,120000,184.2200000,184.5700000,183.6500000,184.1100000,1256080
GAZP,60,20220825,130000,184.1300000,184.2800000,183.3300000,183.4400000,760090
GAZP,60,20220825,140000,183.3500000,183.7800000,183.2600000,183.4400000,609400
GAZP,60,20220825,150000,183.4400000,183.5700000,180.8000000,181.1300000,3082220
GAZP,60,20220825,160000,181.1300000,182.6800000,180.9900000,181.9700000,2517770
GAZP,60,20220825,170000,181.9700000,182.0000000,181.5700000,181.8100000,533530
GAZP,60,20220825,180000,181.8100000,182.6400000,181.8000000,182.2000000,672780
GAZP,60,20220825,190000,182.2000000,182.2800000,181.2500000,181.9000000,1044380
GAZP,60,20220826,110000,181.8000000,182.2500000,180.5000000,180.5400000,3132530
GAZP,60,20220826,120000,180.5200000,181.3000000,180.5100000,181.2800000,1116190
GAZP,60,20220826,130000,181.3000000,181.3000000,180.7200000,181.1500000,796410
GAZP,60,20220826,140000,181.1400000,181.1800000,180.8400000,180.9900000,285920
GAZP,60,20220826,150000,180.9900000,181.9500000,180.9100000,181.9400000,1263110
GAZP,60,20220826,160000,181.9100000,184.2000000,181.7000000,183.0900000,3274830
GAZP,60,20220826,170000,183.1200000,183.5000000,182.8000000,183.4500000,1141880
GAZP,60,20220826,180000,183.4500000,183.4700000,183.0000000,183.1400000,726200
GAZP,60,20220826,190000,183.1300000,183.6200000,182.9600000,183.6200000,1250660
GAZP,60,20220829,110000,183.1400000,186.1800000,182.6500000,185.6000000,6185660
GAZP,60,20220829,120000,185.6000000,186.6000000,184.7500000,184.9800000,3244680
GAZP,60,20220829,130000,184.9500000,185.2500000,184.7000000,184.8000000,1618690
GAZP,60,20220829,140000,184.8000000,185.0300000,184.5000000,184.9300000,937090
GAZP,60,20220829,150000,184.9400000,185.8000000,184.8500000,185.3600000,1024670
GAZP,60,20220829,160000,185.3600000,185.4000000,185.0400000,185.2900000,815970
GAZP,60,20220829,170000,185.2800000,185.9000000,185.1100000,185.5300000,1464220
GAZP,60,20220829,180000,185.5300000,187.4800000,185.5100000,187.1000000,5010200
GAZP,60,20220829,190000,187.1000000,190.0000000,187.1000000,190.0000000,10222870
GAZP,60,20220830,110000,190.4500000,194.5400000,190.4500000,194.0600000,18294810
GAZP,60,20220830,120000,194.0900000,195.3100000,192.7000000,193.4100000,9017320
GAZP,60,20220830,130000,193.4600000,194.2000000,192.5700000,193.0100000,4415490
GAZP,60,20220830,140000,193.0100000,193.6600000,192.8100000,193.1800000,1884890
GAZP,60,20220830,150000,193.1800000,196.2500000,193.1800000,195.1600000,10207750
GAZP,60,20220830,160000,195.1500000,197.8800000,195.0800000,196.5000000,12274210
GAZP,60,20220830,170000,196.5600000,199.2500000,195.7000000,199.1000000,14575300
GAZP,60,20220830,180000,199.1000000,201.3800000,198.5200000,199.1100000,20893230
GAZP,60,20220830,190000,199.1100000,204.2000000,199.1100000,204.0000000,20893600
GAZP,60,20220831,110000,241.8200000,275.9600000,241.8200000,257.5800000,84289670
GAZP,60,20220831,120000,257.8200000,258.5000000,249.1600000,249.5500000,52154400
GAZP,60,20220831,130000,249.5600000,251.6000000,246.0600000,248.7000000,28826800
GAZP,60,20220831,140000,248.7000000,254.4000000,248.5600000,252.7300000,14406380
GAZP,60,20220831,150000,252.7500000,256.7000000,251.3100000,256.1700000,17185440
GAZP,60,20220831,160000,256.0900000,256.2700000,254.0000000,255.0400000,10387170
GAZP,60,20220831,170000,255.0000000,255.8000000,254.1600000,254.7600000,5221300
GAZP,60,20220831,180000,254.7700000,256.8600000,254.7000000,255.8000000,11346180
GAZP,60,20220831,190000,255.8000000,256.0000000,250.3400000,254.9000000,15335890
GAZP,60,20220901,110000,258.0000000,259.8500000,250.5000000,250.8000000,23179760
GAZP,60,20220901,120000,250.8000000,253.4200000,250.6200000,250.9500000,9806260
GAZP,60,20220901,130000,250.9500000,252.4500000,249.5500000,250.2400000,9021670
GAZP,60,20220901,140000,250.2900000,250.3000000,247.6200000,248.7700000,9472850
GAZP,60,20220901,150000,248.7900000,249.9600000,248.7000000,249.5300000,5432480
GAZP,60,20220901,160000,249.5300000,250.0000000,248.2100000,248.5900000,5051970
GAZP,60,20220901,170000,248.5900000,249.0000000,248.0800000,248.0800000,2167450
GAZP,60,20220901,180000,248.0900000,252.6900000,248.0100000,248.5000000,15181340
GAZP,60,20220901,190000,248.4900000,249.1300000,248.4000000,249.1100000,3932050
GAZP,60,20220902,110000,249.6700000,251.2000000,246.2200000,249.9700000,11663040
GAZP,60,20220902,120000,249.9700000,250.5500000,249.0500000,250.4700000,2725260
GAZP,60,20220902,130000,250.4700000,250.5800000,249.8000000,250.2100000,1241730
GAZP,60,20220902,140000,250.1900000,251.7000000,250.1100000,251.3900000,4428450
GAZP,60,20220902,150000,251.4000000,253.8000000,250.4000000,253.8000000,6181200
GAZP,60,20220902,160000,253.8000000,253.9500000,251.2000000,251.6000000,5136640
GAZP,60,20220902,170000,251.6300000,253.0000000,251.6000000,252.8900000,2443780
GAZP,60,20220902,180000,252.9600000,253.3500000,252.3000000,252.8900000,1652940
GAZP,60,20220902,190000,252.9000000,253.2000000,252.5300000,252.8000000,2244490
GAZP,60,20220905,110000,251.0000000,252.1100000,248.5500000,250.6200000,10609070
GAZP,60,20220905,120000,250.6000000,251.1400000,249.5000000,250.5900000,5091990
GAZP,60,20220905,130000,250.6000000,250.8000000,250.0200000,250.3000000,1234610
GAZP,60,20220905,140000,250.3000000,250.8300000,250.1500000,250.3300000,1424650
GAZP,60,20220905,150000,250.3200000,251.5000000,250.2500000,251.1800000,2166780
GAZP,60,20220905,160000,251.1000000,251.4400000,250.8000000,250.8300000,2801580
GAZP,60,20220905,170000,250.8300000,251.1700000,250.0000000,250.7500000,3129270
GAZP,60,20220905,180000,250.7500000,251.2000000,250.0600000,250.3000000,1688290
GAZP,60,20220905,190000,250.3000000,250.4800000,250.0000000,250.0000000,1959350
GAZP,60,20220906,110000,249.9900000,250.2000000,247.6100000,249.3500000,7677120
GAZP,60,20220906,120000,249.3500000,249.9500000,249.1900000,249.8100000,1639040
GAZP,60,20220906,130000,249.8200000,250.0000000,249.2000000,249.4600000,2121150
GAZP,60,20220906,140000,249.4200000,249.7500000,248.8000000,249.3300000,2460770
GAZP,60,20220906,150000,249.3600000,249.3800000,245.0800000,245.7000000,10354340
GAZP,60,20220906,160000,245.7100000,246.4800000,241.0000000,244.6000000,14647770
GAZP,60,20220906,170000,244.6200000,246.8300000,243.1200000,246.6000000,6677700
GAZP,60,20220906,180000,246.6000000,247.8300000,246.1000000,246.6900000,3975090
GAZP,60,20220906,190000,246.6800000,246.8500000,245.4100000,246.0000000,1922010
GAZP,60,20220907,110000,245.8000000,245.8000000,242.5200000,245.2700000,7855930
GAZP,60,20220907,120000,245.2300000,245.7800000,244.0100000,244.4600000,2975550
GAZP,60,20220907,130000,244.4600000,244.9800000,243.0100000,243.9800000,3080610
GAZP,60,20220907,140000,243.9800000,244.9200000,243.8000000,244.7200000,1233950
GAZP,60,20220907,150000,244.8000000,245.5700000,243.8000000,244.5000000,2306580
GAZP,60,20220907,160000,244.5000000,245.0300000,243.6000000,244.3200000,2351290
GAZP,60,20220907,170000,244.3100000,244.4400000,242.7000000,243.0000000,3042650
GAZP,60,20220907,180000,243.0100000,243.4900000,241.6300000,242.3100000,5237180
GAZP,60,20220907,190000,242.3300000,242.4900000,241.5500000,241.5500000,3343470
GAZP,60,20220908,110000,241.5500000,242.3000000,238.5600000,238.8000000,12030500
GAZP,60,20220908,120000,238.8300000,240.1500000,237.8400000,239.4200000,7197970
GAZP,60,20220908,130000,239.4200000,241.6200000,239.4000000,240.4800000,3591830
GAZP,60,20220908,140000,240.4500000,240.7700000,240.0000000,240.3800000,1128430
GAZP,60,20220908,150000,240.2900000,241.4900000,240.2300000,240.4200000,1397050
GAZP,60,20220908,160000,240.4800000,240.7800000,239.0000000,239.2900000,2168870
GAZP,60,20220908,170000,239.3400000,240.5000000,239.2600000,240.1600000,1485910
GAZP,60,20220908,180000,240.1600000,240.5000000,239.5000000,240.0500000,1229120
GAZP,60,20220908,190000,240.0500000,245.3000000,239.9400000,243.9500000,8818470
GAZP,60,20220909,110000,244.4100000,244.7300000,242.7300000,243.2200000,5204370
GAZP,60,20220909,120000,243.2400000,244.3600000,242.1600000,243.6800000,4258840
GAZP,60,20220909,130000,243.6800000,244.0000000,242.6800000,243.2400000,1562860
GAZP,60,20220909,140000,243.2300000,243.8700000,243.1000000,243.6700000,1097480
GAZP,60,20220909,150000,243.6900000,244.3600000,243.4100000,243.5500000,1349790
GAZP,60,20220909,160000,243.5800000,244.1600000,243.2000000,244.1100000,1164810
GAZP,60,20220909,170000,244.1000000,247.2000000,243.9200000,245.5000000,8389400
GAZP,60,20220909,180000,245.4900000,246.2400000,245.4000000,246.2000000,2009040
GAZP,60,20220909,190000,246.2000000,246.2100000,245.3100000,245.3400000,2123240
GAZP,60,20220912,110000,243.9800000,247.0000000,241.0600000,245.7600000,10440040
GAZP,60,20220912,120000,245.7600000,246.2400000,244.7100000,245.4800000,2968450
GAZP,60,20220912,130000,245.4800000,246.0000000,244.8700000,245.0600000,2257540
GAZP,60,20220912,140000,245.0500000,245.1000000,243.3000000,244.2000000,4539530
GAZP,60,20220912,150000,244.2200000,244.7000000,243.7000000,244.2100000,1219560
GAZP,60,20220912,160000,244.2200000,244.9500000,244.1900000,244.4100000,1472260
GAZP,60,20220912,170000,244.4000000,244.7800000,242.8000000,242.9300000,3143340
GAZP,60,20220912,180000,242.9300000,243.7900000,242.6700000,243.5000000,1688370
GAZP,60,20220912,190000,243.5500000,243.5500000,242.5100000,242.9800000,1954060
GAZP,60,20220912,200000,242.9900000,243.3000000,242.5100000,243.1300000,344250
GAZP,60,20220912,210000,243.1500000,243.1800000,242.5100000,242.8600000,498130
GAZP,60,20220912,220000,242.7600000,243.1800000,242.5000000,243.1800000,210760
GAZP,60,20220912,230000,243.1800000,243.3700000,243.0400000,243.2300000,171560
GAZP,60,20220913,000000,243.2500000,243.4600000,243.1800000,243.3000000,253530
GAZP,60,20220913,110000,243.9000000,244.0000000,242.4600000,243.3000000,3544410
GAZP,60,20220913,120000,243.3500000,243.3700000,242.6100000,243.0000000,954800
GAZP,60,20220913,130000,243.0100000,245.0000000,243.0000000,244.8000000,3218600
GAZP,60,20220913,140000,244.8200000,245.2900000,244.0200000,244.4400000,1966950
GAZP,60,20220913,150000,244.3600000,245.0000000,244.3200000,244.8100000,1090620
GAZP,60,20220913,160000,244.8100000,245.0000000,242.0000000,242.3000000,3640710
GAZP,60,20220913,170000,242.2400000,243.2000000,241.8000000,242.8800000,3747960
GAZP,60,20220913,180000,242.8800000,243.4000000,242.4900000,242.9000000,1658720
GAZP,60,20220913,190000,242.9000000,243.2900000,242.7900000,243.0000000,711100
GAZP,60,20220913,200000,243.0000000,243.1000000,242.6000000,242.8700000,194860
GAZP,60,20220913,210000,242.8100000,243.0900000,242.5100000,242.7300000,277750
GAZP,60,20220913,220000,242.7400000,242.8000000,242.4100000,242.4100000,255000
GAZP,60,20220913,230000,242.5100000,242.8000000,242.3000000,242.7800000,210170
GAZP,60,20220914,000000,242.7800000,242.9900000,242.5000000,242.6400000,143790
GAZP,60,20220914,110000,242.2900000,242.7500000,240.0000000,240.7600000,6798050
GAZP,60,20220914,120000,240.7700000,241.7500000,240.5000000,241.6500000,1775780
GAZP,60,20220914,130000,241.6600000,241.6600000,240.4000000,240.7000000,1393420
GAZP,60,20220914,140000,240.6600000,240.9500000,240.2600000,240.6900000,1304550
GAZP,60,20220914,150000,240.6800000,240.9500000,240.5000000,240.5100000,703910
GAZP,60,20220914,160000,240.5500000,241.5000000,240.3000000,241.4000000,1373250
GAZP,60,20220914,170000,241.4200000,242.4000000,241.1000000,241.9600000,1598160
GAZP,60,20220914,180000,241.9400000,242.3500000,241.2900000,242.1700000,1489810
GAZP,60,20220914,190000,242.1500000,243.3900000,241.7700000,243.3900000,2042370
GAZP,60,20220914,200000,243.1900000,243.2200000,242.6500000,242.8000000,376330
GAZP,60,20220914,210000,242.8000000,242.9600000,242.5000000,242.6500000,253930
GAZP,60,20220914,220000,242.5200000,243.3900000,242.5000000,243.0200000,344750
GAZP,60,20220914,230000,243.0300000,243.2000000,242.9500000,243.1500000,182400
GAZP,60,20220915,000000,243.1100000,243.3700000,243.1000000,243.3200000,176850
GAZP,60,20220915,110000,243.3300000,244.0100000,242.4900000,242.8000000,4744910
GAZP,60,20220915,120000,242.8600000,243.6000000,242.5300000,242.7100000,2893030
GAZP,60,20220915,130000,242.7100000,243.0000000,242.1000000,242.6500000,1409560
GAZP,60,20220915,140000,242.5800000,242.6500000,241.9100000,242.4300000,1300890
GAZP,60,20220915,150000,242.4300000,242.8400000,242.1500000,242.5600000,1063250
GAZP,60,20220915,160000,242.5500000,244.3000000,242.5100000,243.9000000,4809700
GAZP,60,20220915,170000,243.9000000,243.9000000,242.9100000,243.0500000,2196230
GAZP,60,20220915,180000,243.0500000,243.6500000,243.0000000,243.5900000,696070
GAZP,60,20220915,190000,243.5800000,243.9000000,243.0300000,243.9000000,1846170
GAZP,60,20220915,200000,243.3600000,243.9500000,243.3600000,243.6800000,196450
GAZP,60,20220915,210000,243.6800000,243.9900000,243.5000000,243.9000000,218850
GAZP,60,20220915,220000,243.9000000,244.2000000,243.8000000,244.1500000,255680
GAZP,60,20220915,230000,244.1500000,244.1900000,243.3600000,243.6700000,412190
GAZP,60,20220916,000000,243.5900000,243.9500000,243.5800000,243.6800000,106910
GAZP,60,20220916,110000,243.6700000,244.3400000,243.0100000,243.3000000,2123650
GAZP,60,20220916,120000,243.3400000,246.5000000,243.1000000,246.4000000,5056980
GAZP,60,20220916,130000,246.4000000,248.2000000,246.0000000,247.4500000,9915810
GAZP,60,20220916,140000,247.4500000,247.6000000,244.6500000,244.6500000,4378020
GAZP,60,20220916,150000,244.7000000,245.1000000,241.8300000,242.8700000,7275540
GAZP,60,20220916,160000,242.8600000,243.1900000,241.8300000,242.6100000,2669330
GAZP,60,20220916,170000,242.6100000,243.2000000,242.2500000,242.5600000,1583470
GAZP,60,20220916,180000,242.5000000,243.1100000,242.3200000,242.8500000,1028650
GAZP,60,20220916,190000,242.9400000,243.5500000,242.3000000,243.5500000,1666970
GAZP,60,20220916,200000,243.1000000,243.3900000,242.9100000,243.1500000,365660
GAZP,60,20220916,210000,243.1500000,243.3500000,243.0200000,243.2800000,295440
GAZP,60,20220916,220000,243.2800000,243.3000000,242.8500000,243.2500000,361730
GAZP,60,20220916,230000,243.2100000,243.3200000,243.0600000,243.2200000,210060
GAZP,60,20220917,000000,243.2200000,243.8800000,243.1200000,243.8000000,407260
GAZP,60,20220919,110000,243.2000000,245.9100000,242.7100000,244.7600000,6323990
GAZP,60,20220919,120000,244.7600000,245.0000000,244.2500000,244.8000000,2309030
GAZP,60,20220919,130000,244.8000000,244.8400000,243.5300000,243.5900000,1865160
GAZP,60,20220919,140000,243.5600000,244.2400000,243.5000000,243.9100000,1209600
GAZP,60,20220919,150000,243.9200000,244.5300000,243.8300000,244.5000000,921100
GAZP,60,20220919,160000,244.4900000,245.2500000,243.8500000,244.0000000,2505950
GAZP,60,20220919,170000,244.0000000,244.5600000,243.8500000,244.1400000,1556840
GAZP,60,20220919,180000,244.1100000,244.4500000,243.2000000,243.7600000,1848990
GAZP,60,20220919,190000,243.7600000,243.9900000,243.1000000,243.4300000,1585660
GAZP,60,20220919,200000,243.4300000,243.7400000,243.4300000,243.6500000,197160
GAZP,60,20220919,210000,243.6500000,243.8000000,243.6200000,243.8000000,189360
GAZP,60,20220919,220000,243.8000000,244.5900000,243.7700000,244.5900000,482720
GAZP,60,20220919,230000,244.5400000,244.8000000,244.1300000,244.2700000,166570
GAZP,60,20220920,000000,244.3600000,244.4800000,244.2100000,244.2100000,114030
GAZP,60,20220920,110000,242.3500000,243.4500000,238.5800000,239.1800000,12804640
GAZP,60,20220920,120000,239.2000000,240.9300000,238.5800000,240.8500000,7176780
GAZP,60,20220920,130000,240.9000000,241.0200000,236.2200000,237.4000000,9204230
GAZP,60,20220920,140000,237.4000000,238.3800000,231.8000000,233.9000000,17334210
GAZP,60,20220920,150000,233.9000000,234.3000000,224.2000000,224.2600000,22765370
GAZP,60,20220920,160000,224.2600000,232.8400000,200.0100000,230.4900000,63628890
GAZP,60,20220920,170000,230.4900000,231.6000000,226.6400000,228.3000000,11660160
GAZP,60,20220920,180000,228.0200000,228.3200000,220.3100000,223.8000000,16671060
GAZP,60,20220920,190000,223.7900000,226.0600000,218.2100000,218.2100000,13881640
GAZP,60,20220920,200000,218.4000000,222.6000000,210.0200000,216.0300000,13135050
GAZP,60,20220920,210000,215.8600000,223.6900000,215.3200000,219.7700000,7225860
GAZP,60,20220920,220000,219.5300000,228.4200000,219.2600000,225.9300000,8344920
GAZP,60,20220920,230000,225.9300000,227.4500000,220.1000000,223.0100000,6329560
GAZP,60,20220921,000000,223.0000000,223.4800000,220.2700000,221.1500000,2736860
GAZP,60,20220921,110000,196.4900000,213.0000000,192.0000000,210.2100000,43429430
GAZP,60,20220921,120000,210.2300000,218.7800000,209.0000000,215.0600000,18475310
GAZP,60,20220921,130000,215.0600000,216.4300000,211.6000000,215.8500000,7287860
GAZP,60,20220921,140000,215.9300000,215.9300000,210.0000000,212.3900000,7011520
GAZP,60,20220921,150000,212.3200000,214.9900000,211.5000000,213.9200000,3794460
GAZP,60,20220921,160000,213.9800000,214.7000000,212.8000000,214.0800000,2070850
GAZP,60,20220921,170000,214.1600000,217.9000000,214.0000000,217.0300000,5490330
GAZP,60,20220921,180000,217.0700000,217.6800000,214.7100000,214.9400000,4469020
GAZP,60,20220921,190000,214.9200000,215.4700000,213.5000000,213.5000000,2181450
GAZP,60,20220921,200000,214.2500000,215.4500000,213.8000000,215.4500000,764690
GAZP,60,20220921,210000,215.4400000,216.8600000,214.9700000,215.6200000,1161010
GAZP,60,20220921,220000,215.5700000,216.0200000,214.5000000,215.4000000,985970
GAZP,60,20220921,230000,215.4400000,215.7500000,214.7100000,214.8400000,693370
GAZP,60,20220922,000000,214.9000000,215.1900000,214.0000000,214.0700000,402210
GAZP,60,20220922,110000,215.1800000,224.0800000,215.1800000,222.7800000,20783580
GAZP,60,20220922,120000,222.6100000,226.9500000,222.6100000,225.5100000,13231760
GAZP,60,20220922,130000,225.5100000,226.5000000,222.7000000,222.8700000,7695480
GAZP,60,20220922,140000,222.9500000,224.7900000,222.3800000,223.7600000,3218450
GAZP,60,20220922,150000,223.7600000,229.4100000,222.0000000,228.5200000,14783090
GAZP,60,20220922,160000,228.5200000,237.7000000,227.5000000,235.2300000,35802790
GAZP,60,20220922,170000,235.1700000,237.7700000,232.9500000,235.0200000,15106090
GAZP,60,20220922,180000,235.0200000,235.3000000,231.5600000,234.3200000,6084400
GAZP,60,20220922,190000,234.3000000,234.3500000,231.3000000,232.9000000,3473300
GAZP,60,20220922,200000,232.9000000,234.1700000,232.5500000,233.8600000,1090140
GAZP,60,20220922,210000,233.8600000,234.2300000,233.0200000,233.3200000,1175410
GAZP,60,20220922,220000,233.3200000,233.5500000,231.9000000,232.7900000,1661560
GAZP,60,20220922,230000,232.7700000,233.3000000,232.0000000,232.6100000,905620
GAZP,60,20220923,000000,232.5200000,232.6200000,231.0200000,231.4500000,1383580
GAZP,60,20220923,110000,233.4000000,234.5000000,225.1500000,228.8700000,19403290
GAZP,60,20220923,120000,228.7500000,228.9600000,223.1500000,226.1500000,13135850
GAZP,60,20220923,130000,226.1100000,226.8800000,224.7200000,226.3200000,4400120
GAZP,60,20220923,140000,226.3700000,226.8800000,225.1000000,225.4100000,3107110
GAZP,60,20220923,150000,225.4100000,228.0600000,223.7200000,225.8600000,6358520
GAZP,60,20220923,160000,226.0900000,226.9800000,224.1200000,225.3800000,3405280
GAZP,60,20220923,170000,225.4400000,225.6200000,222.6000000,223.3000000,4191900
GAZP,60,20220923,180000,223.2600000,225.9500000,223.1300000,224.4800000,3591270
GAZP,60,20220923,190000,224.5100000,225.3000000,223.7600000,224.2500000,1315970
GAZP,60,20220923,200000,224.2600000,224.8000000,222.8000000,222.8500000,1208440
GAZP,60,20220923,210000,222.8900000,223.6600000,222.2200000,223.2900000,954700
GAZP,60,20220923,220000,223.2800000,224.8900000,223.2200000,224.3500000,737560
GAZP,60,20220923,230000,224.3600000,225.2000000,223.9000000,225.1800000,478690
GAZP,60,20220924,000000,225.1800000,225.2500000,224.1500000,224.8400000,462850
GAZP,60,20220926,110000,219.8700000,221.9000000,208.0000000,216.3400000,25218030
GAZP,60,20220926,120000,216.3400000,218.0000000,208.1000000,210.3500000,13494770
GAZP,60,20220926,130000,210.3600000,212.9400000,208.2000000,208.3200000,11309170
GAZP,60,20220926,140000,208.2600000,212.8700000,200.6200000,211.9900000,18432350
GAZP,60,20220926,150000,212.0100000,214.8000000,210.1300000,211.5500000,6768440
GAZP,60,20220926,160000,211.7200000,213.5000000,210.0000000,212.5800000,5182700
GAZP,60,20220926,170000,212.5700000,216.0000000,212.2400000,214.8900000,9967320
GAZP,60,20220926,180000,214.9900000,215.5000000,211.2600000,212.8400000,3836980
GAZP,60,20220926,190000,212.8200000,213.1000000,211.5200000,211.6500000,2273970
GAZP,60,20220926,200000,211.7800000,212.8500000,211.3500000,211.9900000,713010
GAZP,60,20220926,210000,211.9900000,212.0000000,209.1500000,210.8900000,1417950
GAZP,60,20220926,220000,210.8800000,210.9800000,210.0000000,210.0600000,546490
GAZP,60,20220926,230000,210.0600000,210.1500000,206.7000000,208.3600000,2205230
GAZP,60,20220927,000000,208.3800000,208.7800000,204.1000000,206.0000000,2123580
GAZP,60,20220927,110000,211.2000000,214.7000000,207.7000000,213.0000000,20512890
GAZP,60,20220927,120000,213.1300000,216.0000000,210.2000000,215.3800000,13671180
GAZP,60,20220927,130000,215.3800000,216.7300000,211.0000000,213.2800000,8618690
GAZP,60,20220927,140000,213.1200000,213.4000000,210.6000000,210.6000000,3712030
GAZP,60,20220927,150000,210.7200000,211.2200000,208.4200000,209.0000000,4904100
GAZP,60,20220927,160000,209.0000000,213.4900000,207.1200000,212.8700000,6441440
GAZP,60,20220927,170000,212.8700000,213.1200000,210.1000000,211.5000000,3826500
GAZP,60,20220927,180000,211.5000000,213.8000000,211.1300000,213.2500000,6990920
GAZP,60,20220927,190000,213.2500000,215.2500000,213.2500000,214.2000000,4539620
GAZP,60,20220927,200000,214.9900000,214.9900000,211.0000000,212.8000000,2124010
GAZP,60,20220927,210000,212.8000000,214.3700000,212.4000000,213.9500000,1048220
GAZP,60,20220927,220000,213.9200000,214.3800000,213.5400000,214.2200000,957600
GAZP,60,20220927,230000,214.2200000,217.3400000,213.8100000,216.4000000,2284640
GAZP,60,20220928,000000,216.4000000,217.3600000,216.3800000,217.3000000,1538400
GAZP,60,20220928,110000,216.9700000,223.7000000,214.5000000,221.2600000,21910700
GAZP,60,20220928,120000,221.2200000,221.9800000,218.3000000,220.6000000,7364430
GAZP,60,20220928,130000,220.6000000,221.8300000,217.5600000,217.9000000,3760010
GAZP,60,20220928,140000,217.9000000,219.2800000,215.2100000,215.9000000,5608430
GAZP,60,20220928,150000,215.8800000,218.5900000,215.4000000,217.2600000,3674540
GAZP,60,20220928,160000,217.2600000,219.4300000,216.5700000,217.3600000,3087740
GAZP,60,20220928,170000,217.3600000,217.4000000,208.6600000,211.7000000,21776090
GAZP,60,20220928,180000,211.6900000,214.0000000,211.2000000,213.5600000,4902550
GAZP,60,20220928,190000,213.4500000,213.9300000,211.6000000,212.3400000,2290630
GAZP,60,20220928,200000,212.3400000,213.9000000,211.8100000,213.7300000,1164280
GAZP,60,20220928,210000,213.6900000,214.7700000,213.5500000,214.0600000,982000
GAZP,60,20220928,220000,214.1000000,215.0000000,213.8000000,214.4000000,964340
GAZP,60,20220928,230000,214.3100000,220.0000000,214.1900000,217.9500000,4872820
GAZP,60,20220929,000000,217.9600000,218.1400000,216.7100000,217.3800000,921320
GAZP,60,20220929,110000,219.5000000,220.7800000,213.2400000,216.1200000,10552840
GAZP,60,20220929,120000,216.2400000,217.6400000,215.3100000,216.3000000,4349000
GAZP,60,20220929,130000,216.2600000,216.9700000,215.1500000,215.3000000,2655920
GAZP,60,20220929,140000,215.3600000,215.4300000,210.8000000,213.4500000,8860470
GAZP,60,20220929,150000,213.4600000,213.8500000,210.5100000,212.5100000,4533750
GAZP,60,20220929,160000,212.5600000,214.6700000,211.7000000,213.6400000,2798480
GAZP,60,20220929,170000,213.6400000,218.1200000,213.6300000,216.5900000,5174620
GAZP,60,20220929,180000,216.4300000,216.8000000,213.1500000,216.7800000,3887710
GAZP,60,20220929,190000,216.7900000,217.9000000,215.9900000,217.2600000,3193890
GAZP,60,20220929,200000,217.2600000,224.2800000,217.2600000,222.6900000,11603250
GAZP,60,20220929,210000,222.6900000,224.0000000,222.0000000,223.0000000,4453640
GAZP,60,20220929,220000,223.0000000,223.0000000,221.0100000,222.2900000,2168980
GAZP,60,20220929,230000,222.2800000,223.5600000,221.6500000,223.1000000,1893300
GAZP,60,20220930,000000,223.1000000,226.8000000,222.8000000,226.4600000,3890080
GAZP,60,20220930,110000,231.6800000,235.4900000,189.4200000,225.2900000,68912630
GAZP,60,20220930,120000,225.3700000,230.9000000,204.0200000,219.6400000,32788870
GAZP,60,20220930,130000,219.6300000,238.7200000,217.6400000,225.3800000,53707410
GAZP,60,20220930,140000,225.5000000,225.5000000,212.8100000,215.7500000,30208370
GAZP,60,20220930,150000,215.5300000,218.7000000,212.0000000,214.3000000,12299390
GAZP,60,20220930,160000,214.3000000,222.0000000,211.5400000,219.8700000,17279190
GAZP,60,20220930,170000,219.8700000,222.5000000,215.7000000,219.8000000,11954280
GAZP,60,20220930,180000,219.7000000,219.8700000,214.3000000,216.1400000,8139630
GAZP,60,20220930,190000,216.1400000,216.8700000,215.4000000,216.1100000,2594810
